superregion,country,age,gender,region,education,year,type,type_desc,median,upperci_95,lowerci_95,Dietary Factor
LAC,SUR,17.5,1,0,999,2018,2,2: Macronutrients,69.6119358805139,99.0727047176911,49.6645598538167,Eggs
FSU,MNE,22.5,0,0,1,2018,2,2: Macronutrients,140.172068382784,225.163005415232,86.9761085196194,Eggs
LAC,PRY,27.5,1,0,2,2018,1,1: Foods & Beverages,22.1352307294649,107.455291915155,4.51265110664853,Whole grains
FSU,CZE,32.5,0,1,1,2010,1,1: Foods & Beverages,0.711692409334051,1.32954868616196,0.37367961174769,Unprocessed red meats
FSU,SRB,22.5,0,0,999,2018,1,1: Foods & Beverages,15.1432904940592,24.5971795214456,9.589914502160973,Nuts and seeds
FSU,BIH,42.5,0,1,1,2018,1,1: Foods & Beverages,0.757190795944994,1.42721104197851,0.397596239239328,Unprocessed red meats
SSA,MDG,27.5,1,1,3,2018,2,2: Macronutrients,62.8577359040948,73.7326633966267,48.5425565113398,Total seafoods
Asia,MYS,17.5,1,1,1,2015,1,1: Foods & Beverages,7.03196793651317,56.5250002906242,0.816266706059755,Potatoes
LAC,SUR,22.5,1,0,3,2015,1,1: Foods & Beverages,117.959569974477,173.551307871137,79.7434433034061,Fruits
SSA,ETH,42.5,0,1,2,2018,1,1: Foods & Beverages,5.09667708202313,6.37636176742396,4.0611350528016,Nuts and seeds
SSA,SSD,22.5,0,0,2,2018,1,1: Foods & Beverages,54.6303296304781,157.354025782539,20.216068551381,Nuts and seeds
LAC,BRB,37.5,1,1,1,2018,2,2: Macronutrients,8.95700376817149,10.3634352714751,7.68985011463653,Cheese
SSA,SWZ,37.5,1,0,3,2018,2,2: Macronutrients,42.6946828612438,71.8827866321909,25.2655932356543,Eggs
FSU,KGZ,12.5,1,1,1,2010,2,2: Macronutrients,67.7731890877428,114.862792484288,39.2215002539659,Eggs
LAC,BHS,22.5,0,1,1,2015,2,2: Macronutrients,55.9348245826701,67.634683895649,42.8065729339399,Total seafoods
SSA,TCD,17.5,1,1,999,2018,1,1: Foods & Beverages,70.1447596094166,186.09655654369,17.9781396026723,Potatoes
HIC,FRA,32.5,1,1,1,2018,1,1: Foods & Beverages,25.1584944536404,28.4577389360786,22.0705441700607,Potatoes
HIC,USA,17.5,1,1,999,2010,1,1: Foods & Beverages,17.9872222744558,19.5829712907336,16.4439652631216,Potatoes
HIC,FRA,22.5,0,1,1,2015,2,2: Macronutrients,40.9585356721682,42.3075916893015,39.6399992139634,Total seafoods
HIC,ISL,22.5,1,1,2,2015,1,1: Foods & Beverages,0.48831298270288,0.961688831029782,0.253218566169525,Unprocessed red meats
SSA,LSO,27.5,0,1,2,2018,1,1: Foods & Beverages,103.127098814568,122.45621949194,87.3821747526113,Fruits
Asia,WSM,42.5,0,1,999,2010,2,2: Macronutrients,27.9145578731706,30.5833197704768,25.4532246775638,Cheese
HIC,SWE,22.5,0,0,999,2010,2,2: Macronutrients,85.9527122753319,89.6521105255356,82.3806156194788,Eggs
LAC,HTI,22.5,0,1,1,2015,1,1: Foods & Beverages,22.3699045465925,27.3043465450259,18.2442804110442,Nuts and seeds
Asia,FSM,12.5,0,1,2,2018,2,2: Macronutrients,14.7702891691745,24.6410297047651,7.64606890285529,Cheese
FSU,TKM,37.5,0,1,2,2018,1,1: Foods & Beverages,0.428329205355828,0.808264537323137,0.223859477096837,Unprocessed red meats
LAC,SLV,32.5,0,1,3,2018,1,1: Foods & Beverages,11.101844361163,33.3910162770284,3.86635255310388,Nuts and seeds
SSA,DJI,42.5,1,0,999,2018,2,2: Macronutrients,84.2962047821637,128.061665680527,57.0272252516987,Eggs
MENA,TUN,37.5,1,0,2,2010,2,2: Macronutrients,10.7024859357274,13.282413746981,8.45039459464318,Cheese
MENA,JOR,42.5,1,1,2,2010,1,1: Foods & Beverages,68.7354228438846,80.8639840745681,58.2812445250639,Nuts and seeds
Asia,THA,22.5,1,0,2,2015,1,1: Foods & Beverages,30.4539960079874,89.4461268989932,9.946433292093753,Nuts and seeds
MENA,YEM,42.5,1,1,2,2018,2,2: Macronutrients,91.4606851873936,154.765925265394,54.5441533041122,Eggs
MENA,IRN,22.5,1,0,1,2010,2,2: Macronutrients,73.48863155187,77.5274142828343,69.7786253875714,Eggs
Asia,VNM,27.5,0,0,999,2015,2,2: Macronutrients,5.76031465468711,6.3388936361219,5.24218341583785,Cheese
SSA,MWI,42.5,0,1,1,2018,1,1: Foods & Beverages,4.70804648711531,40.5973526061608,0.577902787895558,Other starchy vegetables
SSA,CPV,37.5,1,1,999,2015,1,1: Foods & Beverages,48.7382561577393,167.705927667568,11.8020810472702,Potatoes
LAC,GTM,27.5,1,1,3,2015,1,1: Foods & Beverages,7.28222919251282,8.65478831197869,6.11223255386386,Nuts and seeds
HIC,BEL,32.5,0,0,3,2018,1,1: Foods & Beverages,39.6931063817268,49.3975563965542,31.9832094445835,Other starchy vegetables
Asia,PHL,42.5,1,1,3,2010,2,2: Macronutrients,23.8252972541287,25.6082999158184,22.0540187296669,Cheese
LAC,PAN,17.5,1,0,2,2018,2,2: Macronutrients,7.11105919892976,14.3371814706167,2.66809160476692,Cheese
FSU,MNE,37.5,1,0,2,2015,1,1: Foods & Beverages,3.03529261292684,3.900000095,0.838211715701741,Total processed meats
MENA,QAT,17.5,0,1,1,2018,1,1: Foods & Beverages,22.3244582562819,111.956412604486,4.25697945842816,Whole grains
LAC,HTI,17.5,1,0,3,2010,1,1: Foods & Beverages,16.4344224583254,134.857686453876,1.92796586750606,Potatoes
HIC,MLT,22.5,1,1,1,2018,2,2: Macronutrients,87.3703947907838,110.440584070062,68.9699366241116,Eggs
HIC,NZL,32.5,0,1,999,2018,1,1: Foods & Beverages,91.6300324633018,115.882235460545,72.0486436441141,Refined grains
Asia,WSM,27.5,1,0,2,2010,1,1: Foods & Beverages,1.61089883853013,12.8321945421488,0.202866682186608,Potatoes
SSA,SDN,32.5,0,1,1,2015,1,1: Foods & Beverages,39.5227462458282,62.303930575214,24.9703277419848,Whole grains
SSA,UGA,32.5,0,1,3,2018,2,2: Macronutrients,52.2002939858914,64.3356327105509,37.5824674357141,Total seafoods
LAC,HND,27.5,1,0,2,2018,2,2: Macronutrients,61.5992404688227,72.6823943268908,47.7434048594811,Total seafoods
HIC,SWE,32.5,0,1,1,2015,1,1: Foods & Beverages,19.4455558465273,23.4930002234231,16.2133102703968,Potatoes
SAARC,NPL,12.5,1,1,1,2018,1,1: Foods & Beverages,0.576914619202499,0.629105591021768,0.530711436064633,Unprocessed red meats
FSU,BGR,27.5,0,0,2,2015,2,2: Macronutrients,12.7993105002835,13.95571578541,11.6541854902731,Cheese
HIC,LUX,42.5,0,0,999,2010,1,1: Foods & Beverages,133.151270808071,179.080490577221,97.842510076541,Refined grains
Asia,LAO,32.5,0,1,999,2010,1,1: Foods & Beverages,1.8186289497032,3.01448204873213,1.08108935245924,Potatoes
SSA,UGA,17.5,1,1,999,2010,1,1: Foods & Beverages,27.052018099104,31.1626437629893,23.3731901625998,Beans and legumes
SSA,CPV,42.5,1,0,3,2010,2,2: Macronutrients,10.6384315347976,19.9392521982412,4.47307641754458,Cheese
HIC,ITA,32.5,0,1,1,2018,1,1: Foods & Beverages,99.0118499306124,114.614721194984,85.3437824534124,Refined grains
Asia,MMR,37.5,1,0,1,2010,1,1: Foods & Beverages,3.7579033035465,18.8399247128448,0.782913138155714,Whole grains
Asia,PHL,42.5,1,0,2,2018,2,2: Macronutrients,64.7194730086405,66.8625570549685,62.4549894767814,Total seafoods
LAC,SLV,32.5,1,1,999,2010,1,1: Foods & Beverages,16.9373578804673,33.7717674225976,8.25791530249618,Nuts and seeds
HIC,CHE,37.5,0,0,3,2010,2,2: Macronutrients,13.0371785250522,14.7527910236246,11.5549882045907,Cheese
Asia,WSM,22.5,1,1,3,2015,1,1: Foods & Beverages,49.9789722608288,151.725068629472,16.5327257636064,Nuts and seeds
FSU,KGZ,42.5,0,0,999,2010,2,2: Macronutrients,48.5201283040789,60.1310434551471,36.4612498132371,Total seafoods
FSU,LVA,22.5,0,1,999,2015,1,1: Foods & Beverages,50.1176406984754,58.1403592807274,43.2167853002784,Fruits
SSA,LSO,22.5,1,0,3,2015,1,1: Foods & Beverages,4.00361637486991,31.6594232918415,0.493224491200595,Other starchy vegetables
Asia,PHL,12.5,1,1,1,2015,2,2: Macronutrients,71.7470306676003,74.8645411110631,68.5932388628362,Eggs
SAARC,PAK,22.5,1,1,1,2010,1,1: Foods & Beverages,41.5014814635971,48.0168486094331,35.4889145608128,Fruits
LAC,BRA,32.5,0,1,1,2018,1,1: Foods & Beverages,49.7494594860972,63.2752707520609,39.022808503676,Other starchy vegetables
SSA,ZMB,42.5,1,1,3,2010,1,1: Foods & Beverages,56.0457064898727,65.3950233274439,48.0270726892504,Nuts and seeds
FSU,KGZ,37.5,0,1,2,2018,1,1: Foods & Beverages,135.265492996819,447.074167699315,36.9992458098783,Refined grains
Asia,FSM,12.5,0,0,999,2015,2,2: Macronutrients,66.7844189331813,90.1910685852948,49.2965716015202,Eggs
FSU,ARM,27.5,1,0,999,2010,1,1: Foods & Beverages,104.390620614252,131.645229254736,83.2045070781144,Non-starchy vegetables
FSU,KAZ,32.5,1,1,2,2010,2,2: Macronutrients,13.5429330262869,23.0233108136015,6.24878682503671,Cheese
SSA,MDG,22.5,0,1,1,2015,1,1: Foods & Beverages,0.510117005784658,0.546971171302455,0.475902019234311,Unprocessed red meats
MENA,LBY,17.5,0,1,3,2015,1,1: Foods & Beverages,127.335159199832,156.869652845795,102.892313454149,Non-starchy vegetables
SSA,GHA,32.5,1,0,3,2015,1,1: Foods & Beverages,111.620340539892,129.459746713955,96.9466865303914,Nuts and seeds
SSA,SLE,32.5,0,1,3,2015,2,2: Macronutrients,94.6128630758183,151.278975873881,60.4916312003121,Eggs
LAC,DMA,17.5,1,1,2,2010,2,2: Macronutrients,11.0761064074821,20.5976384533623,5.09900499018586,Cheese
LAC,PAN,17.5,0,1,3,2015,1,1: Foods & Beverages,166.174621249076,374.30058632825,77.0875196956886,Non-starchy vegetables
SAARC,AFG,22.5,0,1,2,2010,1,1: Foods & Beverages,0.691694636325082,8.01547770353986,0.0541235544796718,Other starchy vegetables
MENA,QAT,37.5,1,1,3,2018,2,2: Macronutrients,11.5575376148219,21.0867302746492,5.34622820634189,Cheese
MENA,ISR,27.5,0,1,999,2015,1,1: Foods & Beverages,1.18502577939266,1.28232239522314,1.09253749544342,Unprocessed red meats
LAC,URY,27.5,0,0,1,2018,2,2: Macronutrients,7.89327121543591,15.3296150731138,3.1682315526451,Cheese
SSA,BFA,22.5,0,1,1,2010,1,1: Foods & Beverages,11.5975287002281,114.256178698106,1.13982167127565,Other starchy vegetables
FSU,LTU,27.5,0,1,3,2015,2,2: Macronutrients,14.3358604988241,18.0442504969307,11.0657528983875,Cheese
FSU,SVK,22.5,1,1,999,2018,1,1: Foods & Beverages,55.003904834165,73.4096107786582,40.8845438072475,Other starchy vegetables
FSU,UKR,17.5,0,1,999,2020,1,1: Foods & Beverages,55.9125000037674,100.409474192611,31.1151297525696,Beans and legumes
SSA,BEN,12.5,1,1,999,2010,2,2: Macronutrients,64.0314576784056,71.8780831385839,54.2769696176031,Total seafoods
HIC,CAN,37.5,0,1,3,2018,1,1: Foods & Beverages,20.4810389024057,23.3696262262486,17.9058914467389,Nuts and seeds
LAC,SLV,17.5,1,0,3,2010,2,2: Macronutrients,72.7811916709165,121.199575339808,43.3099535655878,Eggs
Asia,KIR,27.5,0,0,3,2018,1,1: Foods & Beverages,63.8858748382257,188.359638471029,21.1486125287848,Nuts and seeds
MENA,YEM,22.5,0,1,999,2018,2,2: Macronutrients,8.53908230499421,15.3682938623848,4.19085549937778,Cheese
SSA,AGO,37.5,1,0,3,2015,1,1: Foods & Beverages,1.11450791162402,10.1554098252588,0.125522344547384,Other starchy vegetables
HIC,FIN,42.5,0,1,1,2010,1,1: Foods & Beverages,2.5394749538871,3.25210250317697,1.97919702256591,Total processed meats
FSU,ARM,17.5,0,0,999,2018,1,1: Foods & Beverages,79.3875663069291,99.3285494773942,63.9424286299846,Fruits
LAC,URY,12.5,0,0,3,2015,2,2: Macronutrients,57.1404691095308,68.523723684062,44.1767379670481,Total seafoods
MENA,BHR,42.5,1,1,2,2018,1,1: Foods & Beverages,16.3700742777287,127.384485315363,1.92606879230958,Other starchy vegetables
SSA,STP,12.5,1,0,1,2015,2,2: Macronutrients,55.6239248227266,96.093629064099,32.8230158935426,Eggs
SSA,TZA,12.5,1,1,2,2010,2,2: Macronutrients,60.7837934490163,72.9579894383146,46.3372225140021,Total seafoods
FSU,HRV,27.5,1,0,3,2018,2,2: Macronutrients,94.19682148243048,160.832472146785,55.093710759,Eggs
SSA,DJI,27.5,1,1,1,2010,1,1: Foods & Beverages,1.80943202042914,3.51396287647158,0.939656189265509,Unprocessed red meats
SAARC,LKA,27.5,1,1,3,2010,1,1: Foods & Beverages,56.3865928133848,89.9591307018247,37.2699244994856,Potatoes
FSU,LVA,27.5,0,0,2,2010,2,2: Macronutrients,87.9799210870422,142.651058690147,54.0000315671313,Eggs
FSU,MNG,12.5,1,1,2,2015,1,1: Foods & Beverages,0.547775257010563,1.98480183426067,0.150596180430926,Total processed meats
SSA,MWI,12.5,1,1,999,2010,1,1: Foods & Beverages,0.491836754824256,0.534316760015359,0.450738585392158,Unprocessed red meats
SSA,KEN,22.5,0,1,2,2010,2,2: Macronutrients,10.1923042373446,18.7843632004941,4.30919995836806,Cheese
LAC,LCA,32.5,1,0,1,2018,1,1: Foods & Beverages,0.405482090694545,0.805444061118468,0.208285317723312,Unprocessed red meats
LAC,GRD,27.5,0,1,3,2018,1,1: Foods & Beverages,156.260648729034,227.638597192483,107.290220951323,Fruits
LAC,GUY,27.5,1,0,1,2010,2,2: Macronutrients,63.4753321189822,74.2889704693084,49.962351924586,Total seafoods
FSU,MKD,27.5,1,1,3,2010,2,2: Macronutrients,95.6770249286414,161.784340497112,56.557106253608,Eggs
SAARC,BTN,27.5,0,1,1,2018,2,2: Macronutrients,6.53468534305465,15.2355915957243,2.01169574144437,Cheese
MENA,IRQ,17.5,0,1,1,2010,2,2: Macronutrients,85.5088397718565,132.783131356521,53.6488644416491,Eggs
SSA,CMR,27.5,1,0,999,2010,2,2: Macronutrients,4.1744523876427,4.95766789509917,3.49354170647877,Cheese
SSA,MOZ,32.5,0,0,999,2010,2,2: Macronutrients,8.55432757492003,11.3788949075925,6.34905596554404,Cheese
FSU,ROU,32.5,1,0,3,2015,2,2: Macronutrients,47.1778487983945,49.3907904241662,44.9719537406453,Total seafoods
MENA,ARE,27.5,1,1,2,2018,2,2: Macronutrients,77.1001107930133,81.4684091325616,72.9734769565697,Eggs
SAARC,MDV,22.5,1,1,3,2018,2,2: Macronutrients,64.6525011623959,75.5782479560046,50.1016211599999,Total seafoods
MENA,ISR,37.5,1,0,2,2018,2,2: Macronutrients,53.3963510591557,55.6510568004491,51.1979556729634,Total seafoods
HIC,USA,12.5,0,1,2,2010,2,2: Macronutrients,70.2407457790815,71.8207749087233,68.6330613749404,Eggs
LAC,BHS,22.5,0,0,999,2018,2,2: Macronutrients,8.75382978613756,13.6505251231156,5.21234559308184,Cheese
MENA,OMN,12.5,0,0,999,2018,1,1: Foods & Beverages,29.0898647036687,62.1759990695931,14.1379239366835,Nuts and seeds
MENA,LBN,37.5,0,1,2,2018,1,1: Foods & Beverages,18.9479010649939,24.6207688738271,14.5848660259386,Other starchy vegetables
SSA,ZMB,17.5,1,0,1,2010,2,2: Macronutrients,64.8195851365256,75.4348886339158,51.3533978084438,Total seafoods
Asia,PHL,42.5,1,0,1,2018,1,1: Foods & Beverages,50.517190113082,62.7067719096066,40.5454318511003,Potatoes
SSA,GIN,42.5,1,1,2,2010,1,1: Foods & Beverages,11.4414359365695,101.370712540048,1.25149246245734,Other starchy vegetables
LAC,URY,27.5,0,1,1,2015,2,2: Macronutrients,56.4884618326456,67.9828675122276,42.8395847605285,Total seafoods
SAARC,BGD,27.5,1,0,2,2015,2,2: Macronutrients,51.2691734141871,53.4072204207386,49.2402019688966,Eggs
HIC,ISL,37.5,1,0,999,2010,1,1: Foods & Beverages,57.5873694390835,66.7070695567364,49.4959431968815,Beans and legumes
SSA,GIN,37.5,1,0,1,2015,1,1: Foods & Beverages,13.5464099589335,17.5195630158009,10.410370030673,Nuts and seeds
MENA,IRN,12.5,1,0,2,2018,1,1: Foods & Beverages,3.17869831598713,4.71718871011796,2.10589366732822,Other starchy vegetables
SSA,DJI,22.5,1,0,2,2015,2,2: Macronutrients,9.10604435522736,17.8926348044817,3.87350963725921,Cheese
LAC,CRI,12.5,0,0,999,2018,1,1: Foods & Beverages,20.3564301790545,61.89696898953,7.14858998194988,Whole grains
MENA,ISR,42.5,0,0,2,2018,2,2: Macronutrients,88.8920678894461,93.330630765623,84.2512463292294,Eggs
SSA,MRT,32.5,0,0,999,2015,2,2: Macronutrients,10.7159737235363,17.5937680058425,5.85485602475272,Cheese
FSU,RUS,37.5,1,0,999,2010,2,2: Macronutrients,81.4835038957346,129.626814160154,51.4901718130758,Eggs
SSA,CIV,32.5,0,1,999,2018,2,2: Macronutrients,56.0377536372393,65.3586787103459,44.4736070714183,Total seafoods
Asia,KHM,42.5,0,1,1,2015,2,2: Macronutrients,59.6103595639549,70.4706241827232,46.6630289958196,Total seafoods
Asia,LAO,32.5,0,1,1,2015,2,2: Macronutrients,68.2819004042651,69.6470633904424,66.912437042186,Total seafoods
LAC,BOL,27.5,1,0,999,2015,1,1: Foods & Beverages,86.680165470671,98.0352089014939,76.5009612990137,Fruits
Asia,KIR,22.5,0,1,1,2018,2,2: Macronutrients,68.4396242251146,108.967376982266,44.4763827615077,Eggs
FSU,TKM,12.5,0,1,1,2018,2,2: Macronutrients,78.2565345404266,124.660955084204,48.2788255130257,Eggs
HIC,FRA,17.5,1,1,3,2010,1,1: Foods & Beverages,90.1726091927389,101.659659475824,79.6885959357072,Fruits
LAC,HTI,12.5,1,0,2,2010,1,1: Foods & Beverages,0.0902946348642107,0.143160179229434,0.0562439435720057,Total processed meats
FSU,BIH,17.5,1,1,999,2018,2,2: Macronutrients,10.1915213082893,15.767627959951,5.79803352287273,Cheese
HIC,GRC,32.5,1,0,3,2015,2,2: Macronutrients,48.9075018101589,62.2049452531575,33.0171756741005,Total seafoods
HIC,ESP,42.5,1,0,1,2015,2,2: Macronutrients,12.275874281058,14.1380649947085,10.5337040342219,Cheese
Asia,BRN,42.5,0,0,999,2018,2,2: Macronutrients,84.363425956642,113.209674089724,62.2102142247766,Eggs
FSU,POL,17.5,1,0,999,2010,2,2: Macronutrients,13.3566056754057,13.9313054664452,12.7888221320608,Cheese
SAARC,LKA,37.5,0,1,999,2010,2,2: Macronutrients,10.6330897524721,19.3647023706589,5.06784975299114,Cheese
FSU,MNE,27.5,0,0,1,2015,1,1: Foods & Beverages,124.512072972734,290.561317898595,54.4760255638024,Refined grains
Asia,TON,22.5,1,1,3,2018,1,1: Foods & Beverages,0.7331263567722,1.43830920683207,0.373763440775934,Unprocessed red meats
LAC,GTM,42.5,0,0,999,2010,1,1: Foods & Beverages,55.1659337755187,63.5989149488944,47.6569672726755,Beans and legumes
HIC,NZL,37.5,0,0,1,2010,1,1: Foods & Beverages,26.9667639481384,128.184618700734,5.74893141959694,Whole grains
Asia,VNM,22.5,0,1,999,2018,2,2: Macronutrients,60.531842709532,61.8843658676235,59.1086285275411,Total seafoods
HIC,AUT,42.5,1,1,2,2018,2,2: Macronutrients,62.0574477729712,104.050444541191,37.3031507894442,Eggs
HIC,FIN,17.5,1,1,3,2015,1,1: Foods & Beverages,95.04196571168572,106.995967048269,84.6822900895591,Non-starchy vegetables
SSA,ZWE,32.5,1,1,999,2020,1,1: Foods & Beverages,29.1682366729668,33.175813363792,25.436556682177,Beans and legumes
SSA,ETH,37.5,1,1,1,2018,2,2: Macronutrients,6.88414489519167,14.4967727754773,2.3938058854597,Cheese
HIC,CAN,37.5,0,1,1,2010,1,1: Foods & Beverages,128.34494931284,141.881276407252,115.322148173487,Non-starchy vegetables
HIC,MLT,32.5,0,0,999,2015,1,1: Foods & Beverages,1.04937764136655,1.59673746291635,0.689970581357108,Unprocessed red meats
LAC,VCT,42.5,1,1,2,2018,1,1: Foods & Beverages,0.284413957239405,1.06150895019319,0.0778019396031983,Total processed meats
MENA,YEM,22.5,1,1,999,2015,1,1: Foods & Beverages,0.40732190461293,0.761265425031206,0.223222324242901,Unprocessed red meats
SSA,STP,12.5,0,0,3,2015,2,2: Macronutrients,10.4309617201944,19.3051197111097,4.54150881519848,Cheese
FSU,BLR,22.5,0,0,3,2010,1,1: Foods & Beverages,65.4702628735079,117.649252298845,35.9567027244262,Non-starchy vegetables
FSU,TJK,12.5,0,1,999,2018,2,2: Macronutrients,74.4407824798674,106.745742058004,51.6165760459669,Eggs
SSA,AGO,37.5,0,0,1,2010,2,2: Macronutrients,81.384336886719,129.748277235159,51.4341454714293,Eggs
FSU,TJK,22.5,1,0,3,2018,2,2: Macronutrients,8.63960782390707,16.9153667077021,3.31707701100323,Cheese
FSU,TJK,32.5,1,1,1,2018,2,2: Macronutrients,55.413077327517,68.5615848377112,40.0716466880165,Total seafoods
MENA,IRN,27.5,0,0,1,2010,2,2: Macronutrients,9.65450828104922,10.7281752822523,8.63822427095634,Cheese
Asia,PHL,37.5,0,0,1,2018,2,2: Macronutrients,66.3209661880094,68.4841332414946,64.0226691166712,Total seafoods
SSA,CAF,12.5,1,1,1,2010,1,1: Foods & Beverages,6.25178811155996,64.6976698457876,0.631487517900492,Other starchy vegetables
FSU,AZE,12.5,1,0,999,2010,1,1: Foods & Beverages,44.2512414279554,53.8105298057626,36.249623142047,Non-starchy vegetables
LAC,LCA,42.5,0,1,2,2018,2,2: Macronutrients,10.2991046943625,18.4889306297463,4.67866243543161,Cheese
LAC,CHL,12.5,0,0,3,2015,1,1: Foods & Beverages,0.0959513289176822,0.350173963986617,0.0266089251286615,Total processed meats
LAC,SLV,12.5,0,0,2,2018,2,2: Macronutrients,60.7663306687035,71.2696763925061,47.7913262497707,Total seafoods
FSU,POL,37.5,1,1,2,2018,2,2: Macronutrients,73.0784921058314,75.7237698926073,70.4271189203085,Eggs
SSA,CAF,22.5,0,0,3,2015,2,2: Macronutrients,8.04525891563542,16.2638243382954,3.10871824175703,Cheese
HIC,CHE,17.5,1,0,999,2010,1,1: Foods & Beverages,43.6214255564441,55.0862118997863,34.5221160159392,Potatoes
HIC,GBR,22.5,0,1,2,2018,1,1: Foods & Beverages,0.564545650344524,1.05434013557117,0.304237986076619,Unprocessed red meats
LAC,SUR,42.5,0,1,3,2010,2,2: Macronutrients,76.0359567198333,119.188649434137,49.0298915403258,Eggs
SSA,CMR,17.5,1,0,2,2015,1,1: Foods & Beverages,68.6782435846656,202.773206026584,23.7675710822836,Nuts and seeds
Asia,FSM,12.5,1,1,1,2015,1,1: Foods & Beverages,0.0265400598329182,0.0980577832890422,0.0071089695993745,Total processed meats
SSA,GNB,12.5,0,0,2,2018,2,2: Macronutrients,61.1804772817762,72.0988084712938,48.3138395239629,Total seafoods
HIC,AUT,42.5,0,1,1,2015,1,1: Foods & Beverages,25.1050793365998,33.6851375629158,18.4697387640741,Nuts and seeds
HIC,GRC,42.5,1,0,999,2015,2,2: Macronutrients,14.5525925092441,16.2906871299836,12.9293862329755,Cheese
FSU,KGZ,27.5,0,1,999,2010,2,2: Macronutrients,83.99342386474,126.706807634594,55.8033836582358,Eggs
LAC,VCT,37.5,0,1,1,2015,2,2: Macronutrients,84.329562367613,131.554407211188,53.9635599847896,Eggs
SSA,SDN,17.5,0,0,999,2010,2,2: Macronutrients,9.37296289228236,15.4191565560318,5.09239347727561,Cheese
FSU,TKM,37.5,1,0,3,2015,1,1: Foods & Beverages,31.4082841867118,111.500517494931,8.18791810642,Refined grains
FSU,BLR,17.5,0,0,2,2010,2,2: Macronutrients,13.1995294349184,22.8402450020834,6.4675439019265,Cheese
HIC,NZL,27.5,0,1,2,2010,1,1: Foods & Beverages,34.0544239554963,159.483196416607,6.99721990340394,Whole grains
SSA,UGA,17.5,1,1,3,2010,2,2: Macronutrients,72.5849766192063,122.454642003816,43.1120009711832,Eggs
FSU,ARM,37.5,0,0,1,2015,2,2: Macronutrients,10.9810001049659,19.6077819608199,4.86470608673117,Cheese
SAARC,IND,32.5,1,0,1,2015,2,2: Macronutrients,49.4570804881538,51.7103184775005,47.1342059124646,Eggs
SSA,BDI,37.5,0,0,3,2015,1,1: Foods & Beverages,3.41149516229444,25.8808649416982,0.426501997337712,Other starchy vegetables
FSU,MDA,37.5,1,1,3,2015,2,2: Macronutrients,49.3836845487951,83.7179499788383,28.5031203328053,Eggs
LAC,BLZ,32.5,0,0,2,2010,2,2: Macronutrients,6.01488979381871,12.5933756114269,2.25784206198721,Cheese
Asia,KHM,32.5,1,0,999,2018,1,1: Foods & Beverages,0.491078427681237,0.52401787748784,0.462266478100264,Unprocessed red meats
FSU,KAZ,22.5,1,1,3,2010,2,2: Macronutrients,93.5825934358804,161.241427570836,53.8298570351008,Eggs
Asia,KHM,27.5,0,1,2,2015,1,1: Foods & Beverages,59.4771948192602,68.818832940173,51.4802120430588,Fruits
Asia,PHL,42.5,1,0,2,2015,1,1: Foods & Beverages,52.6880884312743,58.4040147259958,47.7145031326119,Nuts and seeds
HIC,GRC,42.5,1,0,2,2015,2,2: Macronutrients,92.1803877338766,154.052836847955,53.1376886487864,Eggs
MENA,KWT,17.5,1,1,1,2010,2,2: Macronutrients,11.9763679328945,21.3724622860018,5.32844966596342,Cheese
HIC,GBR,32.5,1,1,3,2010,2,2: Macronutrients,12.7256179999232,13.5825575323592,11.8520326155703,Cheese
Asia,JPN,32.5,0,1,2,2018,2,2: Macronutrients,43.9317446000606,47.7868490713807,39.8954466631555,Total seafoods
FSU,MNG,27.5,1,1,1,2015,2,2: Macronutrients,13.8023303534059,23.4351131326211,6.62616846864523,Cheese
MENA,PSE,37.5,1,0,999,2015,1,1: Foods & Beverages,14.1390153112141,66.8468181200334,3.04857668277548,Potatoes
LAC,GRD,32.5,1,0,2,2010,2,2: Macronutrients,49.4585483846319,82.660669736808,29.5869986902255,Eggs
SAARC,PAK,37.5,0,0,1,2015,1,1: Foods & Beverages,0.663281739214767,1.26476969781797,0.348785741904775,Unprocessed red meats
LAC,CUB,17.5,0,0,2,2010,1,1: Foods & Beverages,4.47891152378244,39.1537529394977,0.55833020027462,Potatoes
SAARC,AFG,37.5,1,1,999,2015,2,2: Macronutrients,64.7304375997061,105.512226556403,40.703785497536,Eggs
FSU,CZE,12.5,1,0,1,2010,1,1: Foods & Beverages,29.3872333634157,130.0,4.00697915932477,Other starchy vegetables
FSU,AZE,37.5,1,1,1,2018,1,1: Foods & Beverages,1.31255888874318,3.900000095,0.365955885272591,Total processed meats
MENA,PSE,27.5,1,0,3,2010,1,1: Foods & Beverages,40.2691328626041,123.367859274146,13.1410033124855,Nuts and seeds
SSA,STP,37.5,0,0,3,2015,1,1: Foods & Beverages,15.0579632100833,130.0,1.80882938244005,Other starchy vegetables
SSA,SDN,12.5,1,1,2,2010,2,2: Macronutrients,61.4503907000421,72.8110659129001,47.1547013567381,Total seafoods
FSU,UKR,17.5,1,0,2,2018,2,2: Macronutrients,60.7846297949973,103.210618381028,35.2605724228763,Eggs
Asia,PNG,32.5,0,1,999,2015,1,1: Foods & Beverages,38.1746494910796,81.2813343437561,18.8765318863075,Beans and legumes
HIC,GRC,27.5,0,0,1,2015,1,1: Foods & Beverages,85.2139119809497,101.085353118958,73.52420850636,Non-starchy vegetables
HIC,DEU,32.5,0,0,1,2010,2,2: Macronutrients,46.0486513529659,47.4246781591583,44.6153019647379,Total seafoods
